SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	LIST	OUTFIT
020B0C99	040B0C99	ANQRMNNagahni	Nagahni	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020B4B38	040B4B38	ANQDUNSlagydaGromph	Slagada Gromph	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_02
020B4F49	040B4F49	ANQRMNMeiZhong	Mei-Zhong	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_01
020B5C3D	040B5C3D	ANQDUNJodasma	Jo'dasma	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020B5C4F	040B5C4F	ANQDUNFatama	Fatama	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020B5D94	040B5D94	ANQLGNLegionSoldierPost03	Imperial Legion Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_02
020B5D9F	040B5D9F	ANQLGNLegionSoldierRiverkeep03	Imperial Legion Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_01
020B6F2C	040B6F2C	ANQDUNCalenoora	Calenoora	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020B9091	040B9091	ANQRMNHestaScalpinius	Hesta Scalpinius	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020B9240	040B9240	ANQORCYashada	Yashada	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020B9270	040B9270	ANQORCMerchantsGuildGuard	Merchants Guild Guard	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_02
020BB57E	040BB57E	ANQRMNSorosaDorvayn	Sorosa Dorvayn	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020BDE19	040BDE19	ANQTG02Courier	Courier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020BDFEC	040BDFEC	ANQDUNYarna	Yarna	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020BE685	040BE685	ANQTARYsaani	Ysaani	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_02
020C56D7	040C56D7	ANQDUNTochka	Tochka	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_01
020CC9C1	040CC9C1	ANQDUNGreenBowman01	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_01
020CC9C2	040CC9C2	ANQDUNRedBowman01	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020CD232	040CD232	ANQDUNGreenBowman02	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020CD233	040CD233	ANQDUNGreenBowman03	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020CD234	040CD234	ANQDUNGreenBowman04	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_01
020CD235	040CD235	ANQDUNRedBowman02	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020CD236	040CD236	ANQDUNRedBowman03	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_01
020CD237	040CD237	ANQDUNRedBowman04	Dune Soldier	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_02
020D3A25	040D3A25	ANQRMNTiffa	Tiffa	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
020DF533	040DF533	ANQ0ORCYashadaTEMP	Yashada	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_03
020DF534	040DF534	ANQ0CORPsharAbtanjanaTEMP	P'shar Abtanjana	ELSW_OUTFITS_TO_CHOOSE	00SI_ElSW_OutfitBase_04
