SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	SEX	HAIR	HL
0101C455	0301C455	ICWaterfrontGuardNight01	Imperial Watch	M	0RedRobin	0RedRobinHL
0101C456	0301C456	ICWaterfrontGuardDay02	Imperial Watch	M	0RedRobin	0RedRobinHL
0101C457	0301C457	ICWaterfrontGuardNight02	Imperial Watch	M	0Victor	0VictorHL
0101C458	0301C458	BeggarICMarketSimplicia	Simplicia the Slow	F	0Laurell	0LaurellHL
0101C459	0301C459	BeggarICElvenGardensFralav	Fralav the Faker	M	0Victor	0VictorHL
0101C45A	0301C45A	BeggarICTalosPlazaDraninus	No-Coins Draninus	M	0Theo	0TheoHL
0101C45B	0301C45B	BeggarICTempleBuntara	Ragbag Buntara	F	0Lenore	0LenoreHL
0101C48D	0301C48D	Mishaxhi	Akaviri Commander Mishaxhi	M	0Victor	0VictorHL
0101C494	0301C494	Tolgan	Tolgan	M	0Victor	0VictorHL
0101CE9F	0301CE9F	DANamiraPriest1	Priest of Arkay	M	0RedRobin	0RedRobinHL
0101CEA1	0301CEA1	DANamiraForgotten1	Forgotten One	M	0TheTruth	0TheTruthHL
0101CEA8	0301CEA8	DANamiraPriest2	Priest of Arkay	M	0Theo	0TheoHL
0101CEA9	0301CEA9	DANamiraPriest3	Priest of Arkay	M	0Theo	0TheoHL
0101CEAA	0301CEAA	DANamiraPriest4	Priest of Arkay	M	0RedRobin	0RedRobinHL
0101CEAB	0301CEAB	DANamiraForgotten2	Forgotten One	M	0TheTruth	0TheTruthHL
0101CEAC	0301CEAC	DANamiraForgotten3	Forgotten One	M	0Theo	0TheoHL
0101CEAD	0301CEAD	DANamiraForgotten4	Forgotten One	M	0Theo	0TheoHL
0101CF33	0301CF33	OntusVanin	Ontus Vanin	M	0TheTruth	0TheTruthHL
0101CF76	0301CF76	Seridur	Seridur	M	0Theo	0TheoHL
0101D0AC	0301D0AC	MS29AgarmirThug	Rolgarel	M	0RedRobin	0RedRobinHL
0101D0EE	0301D0EE	CGMythicDawnAssassinAmbushC	Assassin	M	0Victor	0VictorHL
0101D24E	0301D24E	GilenNorvalo	Gilen Norvalo	M	0TheTruth	0TheTruthHL
0101D252	0301D252	GreyThroat	Grey-Throat	M	0RedRobin	0RedRobinHL
0101D340	0301D340	Willet	Willet	M	0RedRobin	0RedRobinHL
0101D343	0301D343	RalsaNorvalo	Ralsa Norvalo	F	0Lenore	0LenoreHL
0101D344	0301D344	AlgottheNortherner	Algot the Northerner	M	0Theo	0TheoHL
0101D345	0301D345	HastrelOttus	Hastrel Ottus	M	0Victor	0VictorHL
0101D346	0301D346	AlessiaOttus	Alessia Ottus	F	0Laurell	0LaurellHL
0101D347	0301D347	IdaOttus	Ida Ottus	F	0Lenore	0LenoreHL
0101D348	0301D348	TrenusDuronius	Trenus Duronius	M	0Theo	0TheoHL
0101D349	0301D349	StantusVarrid	Stantus Varrid	M	0RedRobin	0RedRobinHL
0101D34A	0301D34A	Curtis	Curtis	M	0TheTruth	0TheTruthHL
0101D34B	0301D34B	RolandJenseric	Roland Jenseric	M	0RedRobin	0RedRobinHL
0101D34C	0301D34C	CaulaAllectus	Caula Allectus	F	0Koala	0KoalaHL
0101D34D	0301D34D	SalomonGeonette	Salomon Geonette	M	0TheTruth	0TheTruthHL
0101D34E	0301D34E	ReneeGeonette	Renee Geonette	F	0Koala	0KoalaHL
0101D350	0301D350	LuronkgroGlurzog	Luronk gro-Glurzog	M	0TheTruth	0TheTruthHL
0101D351	0301D351	Ruslan	Ruslan	M	0TheTruth	0TheTruthHL
0101D352	0301D352	Hagaer	Hagaer	M	0Victor	0VictorHL
0101D353	0301D353	MaranaRian	Marana Rian	F	0Koala	0KoalaHL
0101D354	0301D354	AncusAfranius	Ancus Afranius	M	0TheTruth	0TheTruthHL
0101D355	0301D355	PraxedesAfranius	Praxedes Afranius	F	0Koala	0KoalaHL
0101D356	0301D356	PennusMallius	Pennus Mallius	M	0TheTruth	0TheTruthHL
0101D9D4	0301D9D4	SE08XeddefenNPC05	Refugee	M	0TheTruth	0TheTruthHL
0101D9D5	0301D9D5	SE08XeddefenNPC01	Refugee	M	0Victor	0VictorHL
0101D9D6	0301D9D6	SE08XeddefenNPC02	Refugee	F	0Koala	0KoalaHL
0101D9D7	0301D9D7	SE08XeddefenNPC03	Refugee	M	0TheTruth	0TheTruthHL
0101D9D8	0301D9D8	SE08XeddefenNPC04	Refugee	M	0Victor	0VictorHL
0101DB3E	0301DB3E	TestToddMaleRedguard	Cyrus	F	0Koala	0KoalaHL
0101DB45	0301DB45	TestToddManShield	Alban Corinis	M	0Victor	0VictorHL
0101DB4A	0301DB4A	TestToddWoman45	Women 45	F	0Lamb	0LambHL
0101DB4B	0301DB4B	TestToddWoman65	Women 65	F	0Lenore	0LenoreHL
0101DB4E	0301DB4E	TestToddManOrc	Todd's Tester Orc	M	0RedRobin	0RedRobinHL
0101DB52	0301DB52	TestToddWoman25	Women 25	F	0Leona	0LeonaHL
0101DB53	0301DB53	TestToddWoman35	Women 35	F	0Koala	0KoalaHL
0101DB54	0301DB54	TestToddWoman55	Women 55	F	0Laurell	0LaurellHL
0101DFB0	0301DFB0	VelanAndus	Velan Andus	M	0TheTruth	0TheTruthHL
0101DFB1	0301DFB1	DamianMagius	Damian Magius	M	0Victor	0VictorHL
0101DFB3	0301DFB3	LumdumgroGolpok	Lumdum gro-Golpok	M	0Theo	0TheoHL
0101E10E	0301E10E	FGD06DeadGuy01	Cartrus Gavinius	M	0RedRobin	0RedRobinHL
0101E4EB	0301E4EB	TestVendorNPC	Test Vendor NPC	M	0RedRobin	0RedRobinHL
0101E5E5	0301E5E5	NecromancerMaleBreton3	Necromancer	M	0Victor	0VictorHL
0101E6FF	0301E6FF	CGMythicDawnAssassinFinal	Assassin	M	0TheTruth	0TheTruthHL
0101E70C	0301E70C	HjolfroditheHarrier	Hjolfrodi the Harrier	F	0Lenore	0LenoreHL
0101E750	0301E750	RaJhan	Ra'Jhan	M	0Theo	0TheoHL
0101E783	0301E783	FGD06DeadGuy02	Ashtus Chenius	M	0Theo	0TheoHL
0101E796	0301E796	FGD06DeadGuy03	Cargas Laftrius	F	0Lamb	0LambHL
0101E831	0301E831	TG03ChapelTombGuard	Chapel Guard	F	0Leona	0LeonaHL
0101EB7F	0301EB7F	Wumeek	Wumeek	M	0TheTruth	0TheTruthHL
0101EB82	0301EB82	GeemJasaiin	Geem Jasaiin	M	0RedRobin	0RedRobinHL
0101EBF7	0301EBF7	MelsMaryon	Mels Maryon	M	0Theo	0TheoHL
0101EC02	0301EC02	DAMeridiaNecromancer1	Necromancer	M	0TheTruth	0TheTruthHL
0101EC03	0301EC03	DAMeridiaNecromancer2	Necromancer	M	0RedRobin	0RedRobinHL
0101EC04	0301EC04	DAMeridiaNecromancer3	Necromancer	F	0Lenore	0LenoreHL
0101EC05	0301EC05	DAMeridiaNecromancer4	Necromancer	F	0Lamb	0LambHL
0101EC06	0301EC06	DAMeridiaNecromancer5	Necromancer	F	0Lamb	0LambHL
0101EC0E	0301EC0E	BasilErnarde	Basil Ernarde	M	0TheTruth	0TheTruthHL
0101EC12	0301EC12	Arkved	Arkved	M	0RedRobin	0RedRobinHL
0101EC31	0301EC31	LordDrad	Lord Drad	M	0Victor	0VictorHL
0101EC33	0301EC33	LadyDrad	Lady Drad	F	0Laurell	0LaurellHL
0101EC37	0301EC37	ShobobgroRugdush	Shobob gro-Rugdush	M	0RedRobin	0RedRobinHL
0101EC4A	0301EC4A	BleakMineGuard	Bleak Mine Guard	M	0RedRobin	0RedRobinHL
0101EC4B	0301EC4B	BleakMineGuardCaptain	Bleak Mine Guard Captain	M	0TheTruth	0TheTruthHL
0101EC4C	0301EC4C	BleakMineGuardCaptain2	Bleak Mine Guard	M	0Theo	0TheoHL
0101EC5D	0301EC5D	Vajhira	Vajhira	F	0Lenore	0LenoreHL
0101ECA9	0301ECA9	Kewan	Kewan	M	0Victor	0VictorHL
0101ECAA	0301ECAA	KewanSOUL	Soul of Kewan	M	0Victor	0VictorHL
0101ECAB	0301ECAB	MarentheSeal	Maren the Seal	F	0Lamb	0LambHL
0101ECAC	0301ECAC	MarentheSealSOUL	Soul of Maren the Seal	F	0Koala	0KoalaHL
0101ECAD	0301ECAD	IlvelRomayn	Ilvel Romayn	M	0Victor	0VictorHL
0101ECAE	0301ECAE	IlvelRomaynSOUL	Soul of Ilvel Romayn	M	0Victor	0VictorHL
0101ECAF	0301ECAF	Mirie	Mirie	F	0Leona	0LeonaHL
0101ECB0	0301ECB0	MirieSOUL	Soul of Mirie	F	0Laurell	0LaurellHL
0101ECB1	0301ECB1	ErTeeus	Er-Teeus	M	0Theo	0TheoHL
0101ECB2	0301ECB2	ErTeeusSOUL	Soul of Er-Teeus	M	0Theo	0TheoHL
0101ECC8	0301ECC8	NivanDalvilu	Nivan Dalvilu	M	0Theo	0TheoHL
0101ECC9	0301ECC9	ArvinDalvilu	Arvin Dalvilu	M	0Theo	0TheoHL
0101ECCA	0301ECCA	RedasDalvilu	Redas Dalvilu	M	0TheTruth	0TheTruthHL
0101ECCB	0301ECCB	SathaDalvilu	Satha Dalvilu	F	0Leona	0LeonaHL
0101ECCC	0301ECCC	MalyaniDalvilu	Malyani Dalvilu	F	0Koala	0KoalaHL
0101ECCF	0301ECCF	Beirir	Beirir	M	0Theo	0TheoHL
0101ECD0	0301ECD0	HrolUlfgar	Hrol Ulfgar	M	0RedRobin	0RedRobinHL
0101ECD1	0301ECD1	UlrikaUlfgar	Ulrika Ulfgar	F	0Leona	0LeonaHL
0101ECD2	0301ECD2	Kirsten	Kirsten	F	0Lenore	0LenoreHL
0101ECD6	0301ECD6	DredenaHlavel	Dredena Hlavel	F	0Leona	0LeonaHL
0101ECD8	0301ECD8	Ciindil	Ciindil	F	0Lamb	0LambHL
0101F106	0301F106	MQ06MythicDawnDoorkeeper	Doorkeeper	M	0Victor	0VictorHL
0101F14B	0301F14B	MQ06MythicDawnGuard	Mythic Dawn Guard	M	0Theo	0TheoHL
0101F1A8	0301F1A8	AdventurerOrcWarrior01	Adventurer	M	0RedRobin	0RedRobinHL
0101F428	0301F428	KurdangroDragol	Kurdan gro-Dragol	M	0RedRobin	0RedRobinHL
0101FB55	0301FB55	UzulGroGrulam	Uzul gro-Grulam	M	0TheTruth	0TheTruthHL
0101FB56	0301FB56	Adanrel	Adanrel	F	0Koala	0KoalaHL
0101FB57	0301FB57	Carwen	Carwen	F	0Koala	0KoalaHL
0101FC4F	0301FC4F	SevariusAtius	Severius Atius	M	0Theo	0TheoHL
0101FC50	0301FC50	HelvoAtius	Helvo Atius	M	0TheTruth	0TheTruthHL
0101FC51	0301FC51	Angelie	Angelie	F	0Lenore	0LenoreHL
0101FC52	0301FC52	SamuelBantien	Samuel Bantien	M	0TheTruth	0TheTruthHL
0101FC53	0301FC53	RochelleBantien	Rochelle Bantien	F	0Laurell	0LaurellHL
0101FC54	0301FC54	Agarmir	Agarmir	M	0RedRobin	0RedRobinHL
0101FC55	0301FC55	UlenAthram	Ulen Athram	M	0Victor	0VictorHL
0101FC56	0301FC56	DraloraAthram	Dralora Athram	F	0Leona	0LeonaHL
0101FC57	0301FC57	DynariAmnis	Dynari Amnis	F	0Lamb	0LambHL
0101FDCB	0301FDCB	Thamriel	Thamriel	F	0Lamb	0LambHL
0101FDCC	0301FDCC	Rajiradh	Ra'jiradh	M	0Victor	0VictorHL
0101FDCD	0301FDCD	Urjabhi	Urjabhi	M	0Theo	0TheoHL
0101FDCE	0301FDCE	Hassiri	Hassiri	M	0Victor	0VictorHL
0101FDCF	0301FDCF	ErnestManis	Ernest Manis	M	0Theo	0TheoHL
0101FDD0	0301FDD0	Elragail	Elragail	F	0Lenore	0LenoreHL
0101FDD1	0301FDD1	AstiniaAtius	Astinia Atius	F	0Leona	0LeonaHL
0101FDD2	0301FDD2	Srathad	S'rathad	M	0Victor	0VictorHL
0101FDD3	0301FDD3	Dorian	Dorian	M	0Theo	0TheoHL
0101FDD4	0301FDD4	GemellusAxius	Gemellus Axius	M	0TheTruth	0TheTruthHL
0101FDD5	0301FDD5	Areldil	Areldil	M	0Theo	0TheoHL
0101FEEA	0301FEEA	MS08ImperialHunter	Kurdan's Imperial Hunter	M	0Victor	0VictorHL
0101FEEC	0301FEEC	MS08NordHunter	Kurdan's Nord Hunter	M	0TheTruth	0TheTruthHL
0101FEEF	0301FEEF	MS08OrcHunter	Kurdan's Orc Hunter	M	0RedRobin	0RedRobinHL
01020078	03020078	Steffan	Captain Steffan	M	0RedRobin	0RedRobinHL
010221C3	030221C3	Jmhad	J'mhad	M	0RedRobin	0RedRobinHL
0102229F	0302229F	RallusOdiil	Rallus Odiil	M	0Theo	0TheoHL
010222A0	030222A0	AntusOdiil	Antus Odiil	M	0Theo	0TheoHL
010222A1	030222A1	ValusOdiil	Valus Odiil	M	0Victor	0VictorHL
010222A3	030222A3	Glistel	Glistel	F	0Laurell	0LaurellHL
010222A6	030222A6	MalintusAncrus	Malintus Ancrus	M	0TheTruth	0TheTruthHL
010222A8	030222A8	ReynaldJemane	Reynald Jemane	M	0Theo	0TheoHL
010222AC	030222AC	CastaScribonia	Casta Scribonia	F	0Lenore	0LenoreHL
010222AD	030222AD	EugalBelette	Eugal Belette	M	0Theo	0TheoHL
010222AE	030222AE	CarmenLitte	Carmen Litte	F	0Laurell	0LaurellHL
010222B0	030222B0	ArielaDoran	Ariela Doran	F	0Lenore	0LenoreHL
010222B1	030222B1	FrancoisMotierre	Francois Motierre	M	0RedRobin	0RedRobinHL
010222B2	030222B2	RenaBruiant	Rena Bruiant	F	0Leona	0LeonaHL
010222B3	030222B3	RimalusBruiant	Rimalus Bruiant	M	0Victor	0VictorHL
010222B6	030222B6	Owyn	Owyn	M	0RedRobin	0RedRobinHL
010222B7	030222B7	ContumeliorusFlorius	Contumeliorus Florius	M	0TheTruth	0TheTruthHL
010222B8	030222B8	AlbericLitte	Alberic Litte	M	0RedRobin	0RedRobinHL
010222B9	030222B9	OrgnolfHairyLegs	Orgnolf Hairy-Legs	M	0Theo	0TheoHL
010222BA	030222BA	Chanel	Chanel	F	0Lenore	0LenoreHL
010222BB	030222BB	ChorrolGuardPostNight01	Chorrol Guard	M	0TheTruth	0TheTruthHL
010222C0	030222C0	ChorrolGuardPostNight02	Chorrol Guard	M	0Theo	0TheoHL
010223AB	030223AB	PriorMaborel	Prior Maborel	M	0Theo	0TheoHL
010223AD	030223AD	BrotherPiner	Brother Piner	M	0Theo	0TheoHL
010223AF	030223AF	Eronor	Eronor	M	0Theo	0TheoHL
01022466	03022466	Gwinas	Gwinas	M	0Victor	0VictorHL
010224E2	030224E2	Earana	Earana	F	0Leona	0LeonaHL
010224EC	030224EC	Ocheeva	Ocheeva	F	0Lamb	0LambHL
010224ED	030224ED	LucienLachance	Lucien Lachance	M	0TheTruth	0TheTruthHL
010224EE	030224EE	ManheimMaulhand	Manheim Maulhand	M	0RedRobin	0RedRobinHL
010224EF	030224EF	Minerva	Minerva	F	0Lenore	0LenoreHL
010224F0	030224F0	Rufio	Rufio	M	0TheTruth	0TheTruthHL
0102253D	0302253D	ChorrolGuardPatrolNight03	Chorrol Guard	M	0RedRobin	0RedRobinHL
01022583	03022583	ChorrolGuardPatrolNight02	Chorrol Guard	M	0TheTruth	0TheTruthHL
01022584	03022584	ChorrolGuardPatrolNight01	Chorrol Guard	M	0TheTruth	0TheTruthHL
01022586	03022586	ChorrolGuardPostDay02	Chorrol Guard	M	0RedRobin	0RedRobinHL
01022587	03022587	ChorrolGuardPostDay03	Chorrol Guard	M	0RedRobin	0RedRobinHL
01022BBD	03022BBD	LurioMaenius	Lurio Maenius	M	0Victor	0VictorHL
01022C82	03022C82	MQ06MythicDawnGuardRandomMale	Mythic Dawn Guard	M	0TheTruth	0TheTruthHL
01022C83	03022C83	MQ06MythicDawnAcolyteRandomMale	Mythic Dawn Acolyte	M	0TheTruth	0TheTruthHL
01022C84	03022C84	MQ06MythicDawnAcolyteRandomFemale	Mythic Dawn Acolyte	F	0Leona	0LeonaHL
01022C85	03022C85	MQ06MythicDawnGuardRandomFemale	Mythic Dawn Guard	F	0Leona	0LeonaHL
01022D4B	03022D4B	TestScreenshotWoman	TestScreenshotWoman	F	0Lamb	0LambHL
01022E37	03022E37	MQ06MythicDawnAcolyte01	Mythic Dawn Acolyte	M	0Theo	0TheoHL
01022E3B	03022E3B	MQ06MythicDawnAcolyte02	Mythic Dawn Acolyte	F	0Lamb	0LambHL
01022E3C	03022E3C	MQ06MythicDawnAcolyte04	Mythic Dawn Acolyte	F	0Koala	0KoalaHL
01022E3D	03022E3D	MQ06MythicDawnAcolyte03	Mythic Dawn Acolyte	M	0TheTruth	0TheTruthHL
01022EF5	03022EF5	MQ05MythicDawnGuard01	Mythic Dawn Guard	M	0Theo	0TheoHL
01022EF6	03022EF6	MQ05MythicDawnGuard02	Mythic Dawn Guard	M	0TheTruth	0TheTruthHL
01023186	03023186	TestClothing	TestClothing	M	0TheTruth	0TheTruthHL
01023188	03023188	TestKKWoman	TestKKWoman	F	0Koala	0KoalaHL
01023189	03023189	ChorrolGuardPatrolDay03	Chorrol Guard	M	0RedRobin	0RedRobinHL
0102319F	0302319F	TestMaleFashionModel	Boromir	F	0Leona	0LeonaHL
010231A0	030231A0	FemaleFashionModel	Brooke	F	0Leona	0LeonaHL
010231AA	030231AA	ChorrolGuardPatrolDay02	Chorrol Guard	M	0RedRobin	0RedRobinHL
010233EC	030233EC	ChorrolGuardPatrolDay01	Chorrol Guard	M	0RedRobin	0RedRobinHL
0102349F	0302349F	Renote	Captain Renault	F	0Lenore	0LenoreHL
010234A5	030234A5	ChorrolGuardGreatHallNight01	Chorrol Guard	M	0RedRobin	0RedRobinHL
010234A6	030234A6	ChorrolGuardGreatHallDay01	Chorrol Guard	M	0Victor	0VictorHL
010234A7	030234A7	BittneldtheCurseBringer	Bittneld the Curse-Bringer	M	0RedRobin	0RedRobinHL
010234A8	030234A8	OrokgroGhoth	Orok gro-Ghoth	M	0Theo	0TheoHL
010234A9	030234A9	ChorrolGuardCountess	Countess' Bodyguard	M	0RedRobin	0RedRobinHL
010234AA	030234AA	ArrianaValga	Countess Arriana Valga	F	0Lenore	0LenoreHL
010234AB	030234AB	OtiusLoran	Otius Loran	M	0Victor	0VictorHL
010234AC	030234AC	JirolinDoran	Jirolin Doran	M	0Victor	0VictorHL
010234AD	030234AD	GureryneSelvilo	Gureryne Selvilo	M	0TheTruth	0TheTruthHL
010234AE	030234AE	OraggraBargol	Orag gra-Bargol	F	0Laurell	0LaurellHL
010234AF	030234AF	Rasheda	Rasheda	F	0Lenore	0LenoreHL
010234B0	030234B0	EstelleRenoit	Estelle Renoit	F	0Leona	0LeonaHL
010234B1	030234B1	HomrazgraMorgrump	Homraz gra Morgrump	F	0Lenore	0LenoreHL
010234B2	030234B2	Wallace	Wallace	M	0TheTruth	0TheTruthHL
010234B3	030234B3	HidesHisHeart	Hides-His-Heart	M	0RedRobin	0RedRobinHL
010234B4	030234B4	Talasma	Talasma	F	0Laurell	0LaurellHL
010234B5	030234B5	GaturngroGonk	Gaturn gro-Gonk	M	0TheTruth	0TheTruthHL
010234B6	030234B6	Bongond	Bongond	M	0TheTruth	0TheTruthHL
010234B7	030234B7	Emfrid	Emfrid	F	0Lamb	0LambHL
010234B8	030234B8	SeedNeeus	Seed-Neeus	F	0Leona	0LeonaHL
010234B9	030234B9	Honditar	Honditar	M	0RedRobin	0RedRobinHL
010234BA	030234BA	Athragar	Athragar	M	0TheTruth	0TheTruthHL
010234BB	030234BB	Angalmo	Angalmo	M	0TheTruth	0TheTruthHL
010234BC	030234BC	Teekeeus	Teekeeus	M	0RedRobin	0RedRobinHL
010234BD	030234BD	SabineLaul	Sabine Laul	F	0Lenore	0LenoreHL
010234BE	030234BE	KurzgroBaroth	Kurz gro-Baroth	M	0TheTruth	0TheTruthHL
010234BF	030234BF	LumgroBaroth	Lum gro-Baroth	M	0Theo	0TheoHL
010234C0	030234C0	ModrynOreyn	Modryn Oreyn	M	0TheTruth	0TheTruthHL
010234C1	030234C1	VilenaDonton	Vilena Donton	F	0Laurell	0LaurellHL
01023999	03023999	Jauffre	Jauffre	M	0TheTruth	0TheTruthHL
01023D7E	03023D7E	TestLonelyman	Lonely Man	M	0TheTruth	0TheTruthHL
01023DB8	03023DB8	TestConanLibrarian	Will flee when losing	M	0RedRobin	0RedRobinHL
01023DE6	03023DE6	LutherBroad	Luther Broad	M	0Theo	0TheoHL
01023E34	03023E34	Teinaava	Teinaava	M	0RedRobin	0RedRobinHL
01023E35	03023E35	MraajDar	M'raaj-Dar	M	0TheTruth	0TheTruthHL
01023E36	03023E36	AntoinettaMarie	Antoinetta Marie	F	0Leona	0LeonaHL
01023E38	03023E38	GogrongroBolmog	Gogron gro-Bolmog	M	0Theo	0TheoHL
01023E39	03023E39	VicenteValtieri	Vicente Valtieri	M	0RedRobin	0RedRobinHL
01023E86	03023E86	GuilbertJemane	Guilbert Jemane	M	0Theo	0TheoHL
01023F0B	03023F0B	Baenlin	Baenlin	M	0TheTruth	0TheTruthHL
01023F0C	03023F0C	Gromm	Gromm	M	0Victor	0VictorHL
01023F2A	03023F2A	Baurus	Baurus	M	0RedRobin	0RedRobinHL
01023F2B	03023F2B	Glenroy	Glenroy	M	0Theo	0TheoHL
01023F2E	03023F2E	UrielSeptim	Emperor Uriel Septim	M	0Victor	0VictorHL
01023FEA	03023FEA	MachNa	Mach-Na	F	0Leona	0LeonaHL
01024165	03024165	Maglir	Maglir	M	0RedRobin	0RedRobinHL
01024166	03024166	Azzan	Azzan	M	0TheTruth	0TheTruthHL
01024167	03024167	BurzGroKhash	Burz gro-Khash	M	0Theo	0TheoHL
010243C1	030243C1	DAClavicusVoice		M	0Theo	0TheoHL
010243C3	030243C3	DABarnasVoice		M	0Victor	0VictorHL
010243C8	030243C8	CandiceCorgine	Candice Corgine	F	0Lamb	0LambHL
01024412	03024412	SchlerusSestius	Schlera Sestius	F	0Lenore	0LenoreHL
010245A5	030245A5	testHEMale	HEMale	M	0Victor	0VictorHL
010245A6	030245A6	TestIMMale	IMMale	M	0RedRobin	0RedRobinHL
01024615	03024615	testHEMale2	Test High Elf	M	0RedRobin	0RedRobinHL
01024616	03024616	TestORMale	Test Imperial	M	0TheTruth	0TheTruthHL
01024E0A	03024E0A	Jeelius	Jeelius	M	0Theo	0TheoHL
010251CE	030251CE	Telaendril	Telaendril	F	0Lamb	0LambHL
01025200	03025200	ValenDreth	Valen Dreth	M	0Victor	0VictorHL
01025236	03025236	TestCharactersMaleskeleton		M	0Victor	0VictorHL
01025237	03025237	TestBruce	Bruce	M	0Victor	0VictorHL
01025264	03025264	TestBelgarr	Belgarr	M	0TheTruth	0TheTruthHL
01025266	03025266	TestDenyiir	Denyiir	M	0Theo	0TheoHL
01025299	03025299	GastonTussaud	Gaston Tussaud	M	0Victor	0VictorHL
01025350	03025350	TestDeweyDecimal	Dewey Decimal	M	0Victor	0VictorHL
0102576B	0302576B	ThulsaDoom	Thulsa Doom	M	0TheTruth	0TheTruthHL
01025D04	03025D04	TestMadmartigan	Will Fight Always, Never Flee	M	0Victor	0VictorHL
01026093	03026093	MQ05AstavWirich	Astav Wirich	M	0RedRobin	0RedRobinHL
01026ACC	03026ACC	MorGraGamorn	Mor gra-Gamorn	F	0Leona	0LeonaHL
01026AD6	03026AD6	FerulRavel	Ferul Ravel	M	0Victor	0VictorHL
01026AD9	03026AD9	Ortis	Ortis	M	0Victor	0VictorHL
01026ADA	03026ADA	Beewos	Beewos	F	0Koala	0KoalaHL
01026ADB	03026ADB	Angalsama	Angalsama	F	0Laurell	0LaurellHL
01026ADC	03026ADC	GregoryArne	Gregory Arne	M	0TheTruth	0TheTruthHL
01026AED	03026AED	Ribassa	Ri'Bassa	M	0Victor	0VictorHL
01026AEF	03026AEF	Zabhila	Zabhila	F	0Leona	0LeonaHL
01026B14	03026B14	IrroketheWide	Irroke the Wide	M	0TheTruth	0TheTruthHL
01026B1B	03026B1B	Umbra	Umbra	F	0Koala	0KoalaHL
01026B2C	03026B2C	Shafaye	Shafaye	F	0Koala	0KoalaHL
01026B36	03026B36	Anedhel	Anedhel	F	0Laurell	0LaurellHL
01026B37	03026B37	Maraska	Ma'Raska	M	0RedRobin	0RedRobinHL
01026B38	03026B38	GulGroBurbog	Gul gro-Burbog	M	0RedRobin	0RedRobinHL
01026B46	03026B46	MelusPetilius	Melus Petilius	M	0TheTruth	0TheTruthHL
01026B4C	03026B4C	Amir	Amir	M	0Theo	0TheoHL
01026B4D	03026B4D	OlynSeran	Olyn Seran	M	0Victor	0VictorHL
01026B4E	03026B4E	Yushi	Yushi	F	0Laurell	0LaurellHL
01026B4F	03026B4F	IsabeauBienne	Isabeau Bienne	F	0Lenore	0LenoreHL
01026B53	03026B53	Haekwon	Haekwon	M	0Victor	0VictorHL
01026B7B	03026B7B	AymarDouar	Aymar Douar	M	0Theo	0TheoHL
01026D98	03026D98	ItiusHayn	Itius Hayn	M	0Theo	0TheoHL
01026D99	03026D99	ServatiusQuintilius	Servatius Quintilius	M	0TheTruth	0TheTruthHL
01026D9A	03026D9A	AudensAvidius	Audens Avidius	M	0TheTruth	0TheTruthHL
01026EB3	03026EB3	MQ10BrumaGuard01	Bruma Guard	M	0Theo	0TheoHL
01026EB4	03026EB4	MQ11AnvilSoldier01	Anvil Soldier	M	0Victor	0VictorHL
01026F0D	03026F0D	MQ11CheydinhalSoldier01	Cheydinhal Soldier	F	0Lamb	0LambHL
01026F18	03026F18	MQ11KvatchSoldier01	Kvatch Soldier	M	0RedRobin	0RedRobinHL
01026F20	03026F20	MQ11LeyawiinSoldier01	Leyawiin Soldier	M	0Theo	0TheoHL
01026F25	03026F25	MQ11SkingradSoldier01	Skingrad Soldier	M	0RedRobin	0RedRobinHL
01026F96	03026F96	TorbaltheSufficient	Torbal the Sufficient	M	0Victor	0VictorHL
01026FC9	03026FC9	MQ06MythicDawnStoreroomGuard	Mythic Dawn Storeroom Guard	M	0TheTruth	0TheTruthHL
01027047	03027047	MQ06MythicDawnAnteGuardM01	Mythic Dawn Guard	M	0TheTruth	0TheTruthHL
01027048	03027048	MQ06MythicDawnAnteGuardM03	Mythic Dawn Guard	M	0Victor	0VictorHL
01027060	03027060	MQ06MythicDawnCook	Mythic Dawn Acolyte	M	0Theo	0TheoHL
01027064	03027064	TestHawkeye	Hawkeye	M	0TheTruth	0TheTruthHL
01027065	03027065	TestBattleMage	Shows-His-Arrow-Quickly	M	0Victor	0VictorHL
01027066	03027066	TestMage	Arkana	M	0Victor	0VictorHL
010270F6	030270F6	MQ11ChorrolSoldier01	Chorrol Soldier	M	0TheTruth	0TheTruthHL
010272C5	030272C5	MQ13BrumaMilitiaMale	Bruma Militia	M	0TheTruth	0TheTruthHL
01027327	03027327	MQ13BrumaMilitiaFemale	Bruma Militia	F	0Laurell	0LaurellHL
010274CB	030274CB	TestArena01	Arena Contestant	F	0Lenore	0LenoreHL
010274CC	030274CC	TestArena02	Arena Champion	M	0RedRobin	0RedRobinHL
010277A5	030277A5	MQ13BrumaSoldier	Bruma Soldier	M	0RedRobin	0RedRobinHL
010277D1	030277D1	Neville	Neville	M	0TheTruth	0TheTruthHL
010277D2	030277D2	DovesiDran	Dovesi Dran	F	0Leona	0LeonaHL
010277D3	030277D3	PrimoAntonius	Primo Antonius	M	0RedRobin	0RedRobinHL
010277D4	030277D4	NelsTheNaughty	Nels the Naughty	M	0RedRobin	0RedRobinHL
010277D5	030277D5	MatildePetit	Matilde Petit	F	0Leona	0LeonaHL
01027E03	03027E03	TestCaldwynTrespass	Caldwyn	M	0Theo	0TheoHL
