plugin	formid	editorid	name	group	action	tier	target	coat	saddled	mount	note
ElsweyrAnequina.esp	08B547	ANQCreatureFishAngelShark	Angel Shark	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B549	ANQCreatureFishBlueMarlin	Blue Marlin	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B548	ANQCreatureFishBluefinTuna	Bluefin Tuna	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B54A	ANQCreatureFishBocaccio	Bocaccio	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B54B	ANQCreatureFishClownfish	Clownfish	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B54C	ANQCreatureFishCod	Cod	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B54D	ANQCreatureFishGuitarfish	Guitarfish	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B54E	ANQCreatureFishHumpbackSnapper	Humpback Red Snapper	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B54F	ANQCreatureFishHumpheadWrasse	Humphead Wrasse	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	087082	ANQCreatureFishLeopardShark	Leopard Shark	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B550	ANQCreatureFishLiveSharksucker	Live Sharksucker	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B551	ANQCreatureFishPaletteSurgeon	Palette Surgeon	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B552	ANQCreatureFishRedParrotfish	Red Parrotfish	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B557	ANQCreatureFishRedSnapper	Red Snapper	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	0912FB	ANQCreatureFishSandbarSharkLarge	Large Sandbar Shark	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08708C	ANQCreatureFishSandbarSharkSmall	Sandbar Shark	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B553	ANQCreatureFishSheepHead	Sheep Head Fish	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B554	ANQCreatureFishSkipjackTuna	Skipjack Tuna	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	08B555	ANQCreatureFishYellowfinTuna	Yellowfin Tuna	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	0A7422	ANQCreatureLamia	Sea Lamia	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	0A7423	ANQCreatureSkeletonFish	Sload Abomination	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	02541F	ANQDNCCreatureFish	Skipjack Tuna	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	019673	ANQDeadFish	Fish	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	0199C5	ANQHG06SharkDread	Dread Shark	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	043656	ANQSQ18LamiaQueen	Lamia Queen	slaughterfish	keep	none					DECIDED 2026-08-27: keep converted. 25 records of real-world fish (tuna, cod, wr
ElsweyrAnequina.esp	035AFC	ANQCreatureSprigganGrotto	Spriggan of the Grotto	spriggan	swap	exact	SprigganRace				
ElsweyrAnequina.esp	05A5F7	ANQCreatureSprigganJungle	Jungle Spriggan	spriggan	swap	exact	SprigganRace				
ElsweyrAnequina.esp	025DE4	ANQCORTrollCaged	Troll	troll	swap	exact	TrollRace				
ElsweyrAnequina.esp	000EF2	ANQCreatureTrollDesert	Desert Troll	troll	swap	exact	TrollRace				
ElsweyrAnequina.esp	01D582	ANQSQ01TrollBridge	Bridge Troll	troll	swap	exact	TrollRace				
ElsweyrAnequina.esp	03F8D1	ANQCreatureCrocodilion	Crocodilion	werecrocodile	swap	near	WerewolfBeastRace				
ElsweyrAnequina.esp	07698D	ANQHG07CrocodilionKing	King of the Mere	werecrocodile	swap	near	WerewolfBeastRace				
ElsweyrAnequina.esp	0A8D9D	ANQSQ14CreatureWindEastBlight	Spirit of the East Wind	willothewisp	swap	exact	WitchlightRace				
ElsweyrAnequina.esp	0A8D9B	ANQSQ14CreatureWindNorthFrost	Spirit of the North Wind	willothewisp	swap	exact	WitchlightRace				
ElsweyrAnequina.esp	0A8D9C	ANQSQ14CreatureWindSouthStorm	Spirit of the South Wind	willothewisp	swap	exact	WitchlightRace				
ElsweyrAnequina.esp	0A8D9A	ANQSQ14CreatureWindWestFire	Spirit of the East Wind	willothewisp	swap	exact	WitchlightRace				
ElsweyrAnequina.esp	0826DF	ANQSQ06OrcZombie01	Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826E0	ANQSQ06OrcZombie02	Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826D9	ANQSQ06OrcZombieDread01	Dread Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826DB	ANQSQ06OrcZombieDread02	Dread Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826DD	ANQSQ06OrcZombieDread03	Dread Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826DE	ANQSQ06OrcZombieDread04	Dread Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826DC	ANQSQ06OrcZombieHeadless01	Headless Orc Zombie	zombie	swap	near	DraugrRace				
ElsweyrAnequina.esp	0826E1	ANQSQ06OrcZombieHeadless02	Headless Orc Zombie	zombie	swap	near	DraugrRace				
Oblivion.esm	07131B	MS06UndeadEtheralTemplate		_template	keep	none					5 records with no model at all -- levelled/template shells. Never swap these
Oblivion.esm	09407C	MS16OgreCreatureTemplate		_template	keep	none					5 records with no model at all -- levelled/template shells. Never swap these
Oblivion.esm	068BBB	MS18TemplateWave01		_template	keep	none					5 records with no model at all -- levelled/template shells. Never swap these
Oblivion.esm	068BBC	MS18TemplateWave02		_template	keep	none					5 records with no model at all -- levelled/template shells. Never swap these
Oblivion.esm	068BBD	MS18TemplateWave03		_template	keep	none					5 records with no model at all -- levelled/template shells. Never swap these
Oblivion.esm	078C49	SE09Baliwog01	Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	078C4B	SE09Baliwog02	Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	0698BF	SECreatureBaliwog1Dead	Young Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	011B6A	SECreatureBaliwog1Young	Young Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	011B6B	SECreatureBaliwog2	Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	03BAA1	SECreatureBaliwog3Venemous	Venemous Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	04530C	SEMiriliBaliwog2	Mirili's Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	045416	TRAPTestBaliwog	Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	0441B0	TestCreatureBaliwog	Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	04424C	TestCreatureBaliwogDorsal	Bull Baliwog	baliwog	keep	none					SI amphibian
Oblivion.esm	097A15	CreatureBearBlack	Black Bear	bear/black	swap	exact	BearBlackRace				
Oblivion.esm	0CA002	MS47BearBlack	Black Bear	bear/black	swap	exact	BearBlackRace				
Oblivion.esm	18AE38	SQ06WestWealdBlackBear	West Weald Black Bear	bear/black	swap	exact	BearBlackRace				
Oblivion.esm	18AE3A	SQ06WestWealdBlackBearCub	West Weald Black Bear Cub	bear/black	swap	exact	BearBlackRace				
Oblivion.esm	18AE3D	SQ06WestWealdBlackBearDenHunter	West Weald Black Bear Den Hunter	bear/black	swap	exact	BearBlackRace				
Oblivion.esm	0C8BCC	SummonBearBlack	Black Bear	bear/black	swap	exact	BearBlackRace				
Oblivion.esm	00BCE0	TestBlackBear		bear/black	swap	exact	BearBlackRace				
Oblivion.esm	097A16	CreatureBearBrown	Brown Bear	bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	03D799	ICArenaBear	Bear	bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	0CA003	MS47BearBrown	Brown Bear	bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	18AE39	SQ06WestWealdBrownBear	West Weald Brown Bear	bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	18AE3B	SQ06WestWealdBrownBearCub	West Weald Brown Bear Cub	bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	18AE3E	SQ06WestWealdBrownBearDenHunter	West Weald Brown Bear Den Hunter	bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	01D0B6	TestBear		bear/brown	swap	exact	BearBrownRace				
Oblivion.esm	14683E	ArenaBoar	Porkchop	boar	swap	exact	DLC2BoarRace				
Oblivion.esm	097A17	CreatureBoar	Boar	boar	swap	exact	DLC2BoarRace				
Oblivion.esm	03D79A	ICArenaBoar	Boar	boar	swap	exact	DLC2BoarRace				
Oblivion.esm	014F8C	SummonBoar	Boar	boar	swap	exact	DLC2BoarRace				
Oblivion.esm	01E904	TestJuanBoar		boar	swap	exact	DLC2BoarRace				
Oblivion.esm	034EA3	CreatureClannfear	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	03E9CC	CreatureClannfearRunt	Clannfear Runt	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	08ADC5	DAClannfearBrute	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	0613EA	DEADCreatureClannfear	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	098046	E3KvatchAttackCaptainClanfear01	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	09805E	E3KvatchAttackClanFear01	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	09808C	E3KvatchAttackClanFear02	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	03CD1C	MQ15CaveDaedraTemplate	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	097C7C	MS94Clannfear	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	0545E6	OGCreatureClannfearRunt	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	097C7D	OGCreatureClannfearRuntWeak	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	0C8BCD	SummonClannfear	Clannfear	clannfear	keep	none					raptor-lizard daedra; nothing matches
Oblivion.esm	02B19A	CreatureDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	097F9C	E3KvatchDaedroth01	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	09808B	E3KvatchDaedroth02	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	09C37B	MS13CreatureDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	02AE02	MS48TestDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	097C7E	OGCreatureDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	0C8BCE	SummonDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	002368	TestCreatureDaedroths	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	028F5D	TestCreatureGroveDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	01C642	TestToddDaedroth	Daedroth	daedroth	swap	near	DLC2LurkerRace				
Oblivion.esm	03154F	CreatureDeerBuck	Deer	deer/buck	swap	near	ElkRace				
Oblivion.esm	06143F	LegionForesterBuck	Deer	deer/buck	swap	near	ElkRace				
Oblivion.esm	000ADA	TestDeerBuck	Deer	deer/buck	swap	near	ElkRace				
Oblivion.esm	031550	CreatureDeerDoe	Deer	deer/doe	swap	exact	DeerRace				
Oblivion.esm	188785	DEADDeerDoe	Deer	deer/doe	swap	exact	DeerRace				
Oblivion.esm	061440	LegionForesterDoe	Deer	deer/doe	swap	exact	DeerRace				
Oblivion.esm	046699	MQ15DeerTemplate	Deer	deer/doe	swap	exact	DeerRace				
Oblivion.esm	00C4B3	OblivionSiegeTarget	Deer	deer/doe	swap	exact	DeerRace				
Oblivion.esm	000E35	TestDeerDoe	Deer	deer/doe	swap	exact	DeerRace				
Oblivion.esm	08FF94	BlackWoodCompanyDog	Steel Fang	dog/dog	swap	exact	DogRace				
Oblivion.esm	01E5F5	CreatureDog	Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	026B84	DASheogorathDog	Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	18AFCD	Dark17CrazedDog	Crazed Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	08592A	Dark17DogDead	Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	06C46C	DarkPerenniaDog	Jake	dog/dog	swap	exact	DogRace				
Oblivion.esm	18AE17	DeadCreatureDog	Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	0A5526	DogAnvilFG	Mojo	dog/dog	swap	exact	DogRace				
Oblivion.esm	0CA873	DogBlackBowBoss	Pumpkin	dog/dog	swap	exact	DogRace				
Oblivion.esm	071F52	DogCheydinhalFG	Clancy	dog/dog	swap	exact	DogRace				
Oblivion.esm	078564	DogCheydinhalGanredhels	Daisy	dog/dog	swap	exact	DogRace				
Oblivion.esm	078566	DogCheydinhalGanredhels02	Luna	dog/dog	swap	exact	DogRace				
Oblivion.esm	07329F	DogCheydinhalKnights	Duke	dog/dog	swap	exact	DogRace				
Oblivion.esm	085739	DogICTempleDistrictSalomonsGeonette	Charlotte	dog/dog	swap	exact	DogRace				
Oblivion.esm	0ACF9C	DogLeyawiinBlackwood	Steel Fang	dog/dog	swap	exact	DogRace				
Oblivion.esm	03D79D	ICArenaDog	Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	0D399A	ImperialPetDog	Charlotte	dog/dog	swap	exact	DogRace				
Oblivion.esm	1771FB	RenaDog01	Kezune	dog/dog	swap	exact	DogRace				
Oblivion.esm	1771FC	RenaDog02	Bailey	dog/dog	swap	exact	DogRace				
Oblivion.esm	019CEE	SE09SpookDog	Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	071FC5	SEUshnarDog	Ushnar's Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	185413	SakeepaDog	Sakeepa's Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	04A98D	TG01RohssansDog	Rohssan's Dog	dog/dog	swap	exact	DogRace				
Oblivion.esm	037669	TestCreaturesDogSkeleton	Mut	dog/dog	swap	exact	DogRace				
Oblivion.esm	04408A	SE09DeadHound01	Relmyna's Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	078C38	SE09SkeletalHound01	Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	078C54	SE09SkeletalHound02	Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	072DA4	SE43SkeletalHound	Ushnar's Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	03B818	SECreatureSkinnedHound	Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	07929A	SECreatureSkinnedHoundGreater	Greater Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	078238	SEDeadHound	Hound Corpse	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	05A26D	SEEbroccaHound	Skinned Hound	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	05DAD2	TestCreatureSkeletalHound	Skippy	dog/skinned_hound	swap	near	DLC1DeathHoundRace				
Oblivion.esm	06E912	CreatureWolf	Wolf	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	01E5F6	CreatureWolfTimber	Timber Wolf	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	066A0C	Dark15WolfPet	Redmaw	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	02C332	ICArenaWolfTimber	Timber Wolf	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	0CA000	MS47Wolf	Wolf	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	0CA001	MS47WolfTimber	Timber Wolf	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	03E44F	TestCreaturesWolfTImber	Timber Wolf	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	046EC6	TestSkeletalHound	Ghost Hound	dog/wolf	swap	exact	WolfRace				
Oblivion.esm	01E417	SE04FelldewElytra1	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045643	SE04FelldewElytra2	Elytra Drone	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045644	SE04FelldewElytra3	Elytra Soldier	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045645	SE04FelldewElytra4	Elytra Noble	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045646	SE04FelldewElytra5	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045647	SE04FelldewElytra5Boss	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	01E437	SE04FelldewElytraSPECIAL	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B6F	SECreatureElytraDementia1	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B70	SECreatureElytraDementia2	Elytra Drone	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B71	SECreatureElytraDementia3	Elytra Soldier	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B72	SECreatureElytraDementia4	Elytra Noble	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B73	SECreatureElytraDementia5	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	03BA9A	SECreatureElytraDementia5Boss	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B5B	SECreatureElytraMania1	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B5C	SECreatureElytraMania2	Elytra Drone	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B5D	SECreatureElytraMania3	Elytra Soldier	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B5E	SECreatureElytraMania4	Elytra Noble	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	011B5F	SECreatureElytraMania5	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	03BA9B	SECreatureElytraMania5Boss	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	07E9C2	SEMilchar02cPatrolTemplate	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	07E9C9	SEMilchar02cPatrolTemplate02	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	07E9CA	SEMilchar02cPatrolTemplate03	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	04565B	SEMiriliElytra2	Mirili's Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	040FE3	TestCreatureElytra	Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	043FB4	TestCreatureElytraMania	Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	046AC2	TestCreatureElytraManialevel2	Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	046AC1	TestCreatureElytraManialevel3	Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045C74	TestCreatureElytralevel2	Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	045C75	TestCreatureElytralevel3	Elytra	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	08EFDA	XPKnotCustomSECreatureElytraMania1	Elytra Hatchling	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	08EFD9	XPKnotCustomSECreatureElytraMania2	Elytra Drone	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	08EFD8	XPKnotCustomSECreatureElytraMania3	Elytra Soldier	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	08EFD7	XPKnotCustomSECreatureElytraMania4	Elytra Noble	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	08EFD6	XPKnotCustomSECreatureElytraMania5	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	08EFD5	XPKnotCustomSECreatureElytraMania5Boss	Elytra Matron	elytra	swap	exact	ccBGSSSE025_ElytraRace				
Oblivion.esm	01E5EF	CreatureAtronachFlame	Flame Atronach	flameatronach	swap	exact	AtronachFlameRace				
Oblivion.esm	0C8BC9	SummonAtronachFlame	Flame Atronach	flameatronach	swap	exact	AtronachFlameRace				
Oblivion.esm	03C267	TestCreatureFlameAtronach	FlameAtronach	flameatronach	swap	exact	AtronachFlameRace				
Oblivion.esm	0442E2	SE09BattleAtronachFlesh01	Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	079C9A	SE09BattleAtronachFlesh02	Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	044275	SE09DeadFailedExperiment02	Failed Experiment	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	014AE5	SE09SummonFleshAtronach	Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	011B60	SECreatureAtronachFlesh1	Mangled Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	07E0B1	SECreatureAtronachFlesh1Boss	Mangled Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	011B61	SECreatureAtronachFlesh2	Torn Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	011B62	SECreatureAtronachFlesh3	Stitched Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	011B63	SECreatureAtronachFlesh4	Sewn Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	011B64	SECreatureAtronachFlesh5	Mended Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	094C2B	SECreatureAtronachFlesh5Boss	Mended Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	07FDC2	SESummonAtronachFlesh1	Mangled Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	07FDC0	SESummonAtronachFlesh2	Torn Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	07FDC1	SESummonAtronachFlesh3	Stitched Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	07FDC3	SESummonAtronachFlesh4	Sewn Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	0411AF	TestCreaturesFleshAtronach	Flesh Atronach	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	06D31E	TestCreaturesFleshAtronachAmethyst	Flesh Atronach Amethyst	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	06D31C	TestCreaturesFleshAtronachCitrine	Flesh Atronach Citrine	fleshatronach	swap	near	dlc2AshGuardianRace				
Oblivion.esm	01FF22	CreatureAtronachFrost	Frost Atronach	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	07BE5D	MS37CreatureFrostAtronach01Ling	Frostfire Atronach Gladeling	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	07BE64	MS37CreatureFrostAtronach02Guard	Frostfire Atronach Gladeguard	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	07BE5C	MS37CreatureFrostAtronach03Warden	Frostfire Atronach Gladewarden	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	07BE5E	MS37CreatureFrostAtronach04Lord	Frostfire Atronach Gladelord	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	0C8BCA	SummonAtronachFrost	Frost Atronach	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	0904E4	TestCreatureFrostAtronach	FrostAtronachHugh01	frostatronach	swap	exact	AtronachFrostRace				
Oblivion.esm	0435A4	SE02Gatekeeper1	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A5	SE02Gatekeeper2	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435AC	SE02Gatekeeper3	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435AD	SE02Gatekeeper4	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435AE	SE02Gatekeeper5	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435AF	SE02Gatekeeper6	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A2	SE02Gatekeeper7	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A3	SE02Gatekeeper8	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A7	SE09GatekeeperHeadAxe	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A8	SE09GatekeeperHeadMace	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A6	SE09GatekeeperHeadSword	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435AA	SE09GatekeeperHelmAxe	GateKeeper	gatekeeper	swap	near	GiantRace				
