SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
0101559E	0301559E	SEUnaArmina	Una Armina	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0101559D	0301559D	SEDumagGraBonk	Dumag gro-Bonk	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0101559C	0301559C	SECaldanaMonrius	Caldana Monrius	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0101559B	0301559B	SEUshnarGroShadborgob	Ushnar gro-Shadborgob	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0101559A	0301559A	SESontaire	Sontaire	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01015599	03015599	SERunsInCircles	Runs-in-Circles	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01015598	03015598	SERelan	Relan	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01015595	03015595	SEBeelei	Beelei	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01015594	03015594	SEBruscusDannus	Bruscus Dannus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01015592	03015592	SERanarrJo	Ranarr-Jo	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
01015591	03015591	SEMiriliUlven	Mirili Ulven	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01015590	03015590	SEKishashi	Kishashi	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0101558F	0301558F	SEHorkvirBearArmMania	Horkvir Bear-Arm	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101558D	0301558D	SEErverDevani	Erver Devani	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0101558C	0301558C	SEDulphumphGroUrgash	Dulphumph gro-Urgash	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01015588	03015588	SECindanwe	Cindanwe	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01014CBE	03014CBE	SE11ApostleTraitor01	Apostle	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01014C73	03014C73	SE11Apostle02	Apostle	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01014C56	03014C56	SE11Apostle01	Apostle	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101445C	0301445C	SEKnightOfOrder2	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101445B	0301445B	SEKnightOfOrder3	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101445A	0301445A	SEKnightOfOrder4	Knight of Order	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01013BC7	03013BC7	SENelrene	Nelrene	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01013BC5	03013BC5	SEMuurine	Muurine	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01013640	03013640	SESheogorath	Sheogorath	ImperialRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0101362F	0301362F	SEGundlar	Gundlar	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101362E	0301362E	SEDervenin	Dervenin	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0101362D	0301362D	SEArctus	Arctus	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101362C	0301362C	SEAnyaHerrick	Anya Herrick	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01013623	03013623	SEBrevi	Brevi	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
010135B7	030135B7	SE11Ciirta	Ciirta	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010135B6	030135B6	SEDyus	Dyus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101359D	0301359D	SEHerdir	Herdir	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101358C	0301358C	SEOrderPriest2	Priest of Order	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010134DD	030134DD	SEOrderPriest1	Priest of Order	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010133C0	030133C0	SEHaskill	Haskill	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010133BE	030133BE	SE01GaiusPrentus	Gaius Prentus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01012D41	03012D41	SENanetteDon	Nanette Don	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01012109	03012109	SEWideEye	Wide-Eye	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01012108	03012108	SEKithlan	Kithlan	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01012107	03012107	SESyl	Syl	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01012106	03012106	SEThadon	Thadon	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
010120FD	030120FD	SE32VitharnSoldier01	Vitharn Ghost Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010120F2	030120F2	SE06GoldenSaint01	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010120ED	030120ED	SEMirel	Mirel	HighElfRace	M	1	173,119,51	80	163,120,66	163,120,66	0
010120EC	030120EC	SEKaneh	Aurmazl Kaneh	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
010120E4	030120E4	SE32Fanatic4Boss	Devoted Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010120E2	030120E2	SE32Fanatic3	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010120E1	030120E1	SE32Fanatic2	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010120E0	030120E0	SE32Fanatic1	Ghost Fanatic	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010120DB	030120DB	SE32BatGroOrkul	Bat gro-Orkul's Ghost	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
010120D6	030120D6	SE32CountCirion	Count Cirion's Ghost	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01012092	03012092	SEUlfri	Grakedrig Ulfri	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
0101208D	0301208D	SEZoeMalene	Zoe Malene	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0101208C	0301208C	SEUrulGoAgamphMania	Urul gro-Agamph	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0101208B	0301208B	SEToveTheUnrestful	Tove the Unrestful	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0101208A	0301208A	SETilseAreleth	Tilse Areleth	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01012089	03012089	SETallTreesFalling	Tall-Trees-Falling	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01012088	03012088	SESheerMeedish	Sheer Meedish	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01012087	03012087	SERendilDrarara	Rendil Drarara	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01012086	03012086	SERavenBiter	Raven Biter	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01012084	03012084	SEOrinthal	Orinthal	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01012083	03012083	SEJastiraNanusMania	Jastira Nanus	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01012082	03012082	SEJzidzoMania	J'zidzo	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
01012081	03012081	SE32HlovalDreth	Hloval Dreth's Ghost	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01012080	03012080	SEHalion	Halion	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0101207F	0301207F	SE32DesideratusAnnius	Desideratus Annius' Ghost	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0101207E	0301207E	SECutter	Cutter	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0101207D	0301207D	SEBigHead	Big Head	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0101207C	0301207C	SEAtrabhiMania	Atrabhi	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0101207B	0301207B	SE32Althel	Althel's Ghost	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0101207A	0301207A	SEAmiableFanriene	Amiable Fanriene	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01011FD4	03011FD4	SEDarkSeducerFemaleMissile	Dark Seducer Archer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01011FD3	03011FD3	SEDarkSeducerFemaleMelee	Dark Seducer	DarkElfRace	F	24	81,77,86	80	90,87,94	90,87,94	0
01011FCC	03011FCC	SEGoldenSaintFemaleMissile	Golden Saint Archer	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01011FC5	03011FC5	SEGoldenSaintFemaleMelee	Golden Saint	HighElfRace	F	24	168,115,47	80	159,117,63	159,117,63	0
01011FA3	03011FA3	SEShelden	Shelden	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01011FA2	03011FA2	SERelmynaVerenim	Relmyna Verenim	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01011FA1	03011FA1	SEJayredIceVeins	Jayred Ice-Veins	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01011FA0	03011FA0	SEFelasSarandas	Felas Sarandas	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01011F9F	03011F9F	SEDredhwen	Dredhwen	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01011F9E	03011F9E	SE02OrcCaptain	Orc Adventurer Captain	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0100C57C	0300C57C	MQ14DremoraMelee1	Dremora Feydnaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0100C51A	0300C51A	TG08MothPriestMaleGuard01	Blind Moth Priest	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0BB	0300A0BB	SkingradGuardPostStablesNight	Skingrad Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0BA	0300A0BA	SkingradGuardPostStablesDay	Skingrad Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B9	0300A0B9	LeyawiinGuardCityPostStablesNight	Leyawiin City Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B8	0300A0B8	LeyawiinGuardCityStablesPostDay	Leyawiin City Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B7	0300A0B7	ChorrolGuardPostStablesNight	Chorrol Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B6	0300A0B6	ChorrolGuardPostStablesDay	Chorrol Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B5	0300A0B5	CheydinhalGuardCityPostStablesNight	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B4	0300A0B4	CheydinhalGuardCityPostStablesDay	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B3	0300A0B3	BrumaGuardCityPostStablesNight	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B2	0300A0B2	BrumaGuardCityPostStablesDay	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B1	0300A0B1	BravilGuardCityPostStablesNight	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0B0	0300A0B0	BravilGuardCityPostStablesDay	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0AF	0300A0AF	AnvilGuardCityPostStablesNight	Anvil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A0AE	0300A0AE	AnvilGuardCityPostStablesDay	Anvil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100C23E	0300C23E	TestBruceItems	Bruce	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0100B513	0300B513	TESTVampireMelee21	Vampire Patriarch	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0100B512	0300B512	TESTVampireMelee14	Vampire Patriarch	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0100B511	0300B511	TESTVampireMelee7	Vampire Patriarch	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0100B510	0300B510	TESTVampireMage21	Vampire Patriarch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100B50F	0300B50F	TESTVampireMage14	Vampire Patriarch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100B50E	0300B50E	TESTVampireMage7	Vampire Patriarch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100B50D	0300B50D	TESTVampireArcher21	Vampire Matriarch	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0100B50C	0300B50C	TESTVampireArcher14	Vampire Matriarch	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0100B50B	0300B50B	TESTVampireArcher7	Vampire Matriarch	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0100B50A	0300B50A	TESTVampireMage	Vampire Patriarch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100B509	0300B509	TESTVampireMelee	Vampire Patriarch	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0100B508	0300B508	TESTVampireArcher	Vampire Matriarch	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01009ADF	03009ADF	TESTNecromancer21	Necromancer Adept	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01009ADE	03009ADE	TESTNecromancer14	Necromancer Adept	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01009ADD	03009ADD	TESTNecromancer7	Necromancer Adept	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01009ADC	03009ADC	TESTMarauder21	Marauder Warlord	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01009ADB	03009ADB	TESTMarauder14	Marauder Warlord	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01009ADA	03009ADA	TESTMarauder7	Marauder Warlord	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01009AD9	03009AD9	TESTConjurer21	Conjurer Adept	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01009AD8	03009AD8	TESTConjurer14	Conjurer Adept	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01009AD7	03009AD7	TESTConjurer7	Conjurer Adept	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01009AD6	03009AD6	TESTBandit21	Bandit Ringleader	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01009AD5	03009AD5	TESTBandit7	Bandit Ringleader	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01009AD3	03009AD3	TESTBandit14	Bandit Ringleader	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01009AC1	03009AC1	TESTNecromancer	Necromancer Adept	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01009AC0	03009AC0	TESTConjurer	Conjurer Adept	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01009ABF	03009ABF	TESTMarauder	Marauder Warlord	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01009ABE	03009ABE	TESTBandit	Bandit Ringleader	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0100950D	0300950D	TestBruceNoMagic	Bruce	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01008B0F	03008B0F	TestJPD01	Heavy Armor 1	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01008B0E	03008B0E	TestJPD03	Heavy Armor 100	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01008B0D	03008B0D	TestJPD02	Heavy Armor 50	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010055BD	030055BD	TESTDetection	Bandit	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
01005571	03005571	VeyondArgMale4Assassin	Argonian Tribesman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005570	03005570	VeyondArgBossFemale2	Argonian Chieftain	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0100556F	0300556F	VeyondArgBossFemale1	Argonian Chieftain	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0100556E	0300556E	VeyondArgBossMale2	Argonian Chieftain	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0100556D	0300556D	VeyondArgBossMale1	Argonian Chieftain	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0100556C	0300556C	VeyondArgShamanFemale3A	Argonian Shaman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0100556B	0300556B	VeyondArgShamanFemale4A	Argonian Shaman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0100556A	0300556A	VeyondArgShamanMale2	Argonian Shaman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005569	03005569	VeyondArgShamanMale3B	Argonian Shaman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005568	03005568	VeyondArgFemale4Scout	Argonian Tribesman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01005567	03005567	VeyondArgFemale4Nightblade	Argonian Tribesman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01005566	03005566	VeyondArgFemale3Monk	Argonian Tribesman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01005565	03005565	VeyondArgFemale3Assassin	Argonian Tribesman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01005564	03005564	VeyondArgFemale2Blademaster	Argonian Tribesman	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01005563	03005563	VeyondArgMale2Blademaster	Argonian Tribesman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005562	03005562	VeyondArgMale3Scout	Argonian Tribesman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005561	03005561	VeyondArgMale3Nightblade	Argonian Tribesman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005560	03005560	VeyondArgMale4Monk	Argonian Tribesman	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01005254	03005254	TestBruceSpells	Bruce	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0100296A	0300296A	MQ16PalaceDremoraKynval	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010025FD	030025FD	FGC06DeadMiner2	Miner	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010025FA	030025FA	FGC06DeadMiner1	Miner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01001145	03001145	MQ16ImperialArcher02	Imperial Legion Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01001144	03001144	MQ16ImperialSoldier02	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01000FDF	03000FDF	Dremora6ValkynazMageNOSUMMON	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FDD	03000FDD	Dremora5MarkynazMissileNOSUMMON	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FDC	03000FDC	Dremora5MarkynazMeleeNOSUMMON	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FDB	03000FDB	Dremora5MarkynazMageNOSUMMON	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FDA	03000FDA	Dremora4KynmarcherMissileNOSUMMON	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD9	03000FD9	Dremora4KynmarcherMeleeNOSUMMON	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD8	03000FD8	Dremora4KynmarcherMageNOSUMMON	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD7	03000FD7	Dremora3KynreeveMissileNOSUMMON	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD6	03000FD6	Dremora3KynreeveMeleeNOSUMMON	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD5	03000FD5	Dremora3KynreeveMageNOSUMMON	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD4	03000FD4	Dremora2KynvalMissileNOSUMMON	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD3	03000FD3	Dremora2KynvalMeleeNOSUMMON	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD1	03000FD1	Dremora2KynvalMageNOSUMMON	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FD0	03000FD0	Dremora1CaitiffMissileNOSUMMON	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FCF	03000FCF	Dremora1CaitiffMeleeNOSUMMON	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FCE	03000FCE	Dremora1CaitiffMageNOSUMMON	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FCD	03000FCD	Dremora0ChurlMissileNOSUMMON	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FCC	03000FCC	Dremora0ChurlMeleeNOSUMMON	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FCB	03000FCB	Dremora0ChurlMageNOSUMMON	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FC9	03000FC9	Dremora6ValkynazMissileNOSUMMON	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01000FC8	03000FC8	Dremora6ValkynazMeleeNOSUMMON	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014F17	03014F17	TG11ElvenStatue02	Ayleid Guardian	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01014F16	03014F16	TG11ElvenStatue01	Ayleid Guardian	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01014D61	03014D61	DremoraBossHatredKeeper02	Dremora Hatred Keeper	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014D5F	03014D5F	DremoraBossHatredKeeper01	Dremora Hatred Keeper	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014C59	03014C59	MS48OblivionDremoraPatroller	Dremora Scout	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146CC	030146CC	Dremora6ValkynazMissile3	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146CB	030146CB	Dremora6ValkynazMissile2	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146C9	030146C9	Dremora6ValkynazMissile1	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146C5	030146C5	Dremora5MarkynazMissile3	Dremora Markynaz	DremoraRace	F	24	57,60,60	80	71,73,73	71,73,73	0
010146C1	030146C1	Dremora5MarkynazMissile2	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146C0	030146C0	Dremora5MarkynazMissile1	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146BF	030146BF	Dremora4KynmarcherMissile3	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146BE	030146BE	Dremora4KynmarcherMissile2	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146BD	030146BD	Dremora4KynmarcherMissile1	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146BC	030146BC	Dremora3KynreeveMissile3	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146B9	030146B9	Dremora3KynreeveMissile2	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146B8	030146B8	Dremora3KynreeveMissile1	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146B7	030146B7	Dremora2KynvalMissile3	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146B6	030146B6	Dremora2KynvalMissile2	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010146B5	030146B5	Dremora2KynvalMissile1	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014698	03014698	Dremora1CaitiffMissile3	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014697	03014697	Dremora1CaitiffMissile2	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014696	03014696	Dremora1CaitiffMissile1	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014694	03014694	Dremora0ChurlMissile3	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014693	03014693	Dremora0ChurlMissile2	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014692	03014692	Dremora0ChurlMissile1	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01014686	03014686	KvatchCastleWallDremoraArcherDead	Dremora Archer	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0101466D	0301466D	KvatchCastleWallDremoraArcher	Dremora Archer	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010CD4D3	030CD4D3	KvatchCastleWallDremoraMage	Dremora Churl	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010CD327	030CD327	MS08KurdanThug	Ra'jhera the Keeneye	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010CD302	030CD302	lyndacartertest	Lynda Carter	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
010CA190	030CA190	BlackRockPirate02	Black Rock Pirate	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010CA18F	030CA18F	BlackRockPirate01	Black Rock Pirate	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010CA18E	030CA18E	BlackRockPirate04	Black Rock Captain	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010CA18D	030CA18D	BlackRockPirate03	Black Rock Pirate	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010CA005	030CA005	DeadTreasureHunter2	Dead Treasure Hunter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010C8C92	030C8C92	SummonDremora5MarkynazMale1	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
