SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	LIST	OUTFIT
0101ECAB	0301ECAB	MarentheSeal	Maren the Seal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0101ECAC	0301ECAC	MarentheSealSOUL	Soul of Maren the Seal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0101ECAF	0301ECAF	Mirie	Mirie	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0101ECB0	0301ECB0	MirieSOUL	Soul of Mirie	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0101ECCB	0301ECCB	SathaDalvilu	Satha Dalvilu	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0101ECCC	0301ECCC	MalyaniDalvilu	Malyani Dalvilu	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0101ECD1	0301ECD1	UlrikaUlfgar	Ulrika Ulfgar	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0101ECD2	0301ECD2	Kirsten	Kirsten	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0101ECD6	0301ECD6	DredenaHlavel	Dredena Hlavel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0101ECD8	0301ECD8	Ciindil	Ciindil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0101FB56	0301FB56	Adanrel	Adanrel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0101FB57	0301FB57	Carwen	Carwen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0101FC51	0301FC51	Angelie	Angelie	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0101FC53	0301FC53	RochelleBantien	Rochelle Bantien	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0101FC56	0301FC56	DraloraAthram	Dralora Athram	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0101FC57	0301FC57	DynariAmnis	Dynari Amnis	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0101FDCB	0301FDCB	Thamriel	Thamriel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0101FDD0	0301FDD0	Elragail	Elragail	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0101FDD1	0301FDD1	AstiniaAtius	Astinia Atius	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010222A3	030222A3	Glistel	Glistel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010222AC	030222AC	CastaScribonia	Casta Scribonia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010222AE	030222AE	CarmenLitte	Carmen Litte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010222B0	030222B0	ArielaDoran	Ariela Doran	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010222B2	030222B2	RenaBruiant	Rena Bruiant	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010222BA	030222BA	Chanel	Chanel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
010224E2	030224E2	Earana	Earana	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010224EC	030224EC	Ocheeva	Ocheeva	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010224EF	030224EF	Minerva	Minerva	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01022C84	03022C84	MQ06MythicDawnAcolyteRandomFemale	Mythic Dawn Acolyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01022C85	03022C85	MQ06MythicDawnGuardRandomFemale	Mythic Dawn Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01022D4B	03022D4B	TestScreenshotWoman	TestScreenshotWoman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01022E3B	03022E3B	MQ06MythicDawnAcolyte02	Mythic Dawn Acolyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01022E3C	03022E3C	MQ06MythicDawnAcolyte04	Mythic Dawn Acolyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01023188	03023188	TestKKWoman	TestKKWoman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0102319F	0302319F	TestMaleFashionModel	Boromir	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010231A0	030231A0	FemaleFashionModel	Brooke	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0102349F	0302349F	Renote	Captain Renault	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010234AA	030234AA	ArrianaValga	Countess Arriana Valga	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010234AE	030234AE	OraggraBargol	Orag gra-Bargol	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010234AF	030234AF	Rasheda	Rasheda	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010234B0	030234B0	EstelleRenoit	Estelle Renoit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010234B1	030234B1	HomrazgraMorgrump	Homraz gra Morgrump	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010234B4	030234B4	Talasma	Talasma	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010234B7	030234B7	Emfrid	Emfrid	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010234B8	030234B8	SeedNeeus	Seed-Neeus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010234BD	030234BD	SabineLaul	Sabine Laul	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010234C1	030234C1	VilenaDonton	Vilena Donton	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01023E36	03023E36	AntoinettaMarie	Antoinetta Marie	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01023FEA	03023FEA	MachNa	Mach-Na	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010243C8	030243C8	CandiceCorgine	Candice Corgine	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01024412	03024412	SchlerusSestius	Schlera Sestius	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010251CE	030251CE	Telaendril	Telaendril	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01026ACC	03026ACC	MorGraGamorn	Mor gra-Gamorn	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01026ADA	03026ADA	Beewos	Beewos	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01026ADB	03026ADB	Angalsama	Angalsama	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01026AEF	03026AEF	Zabhila	Zabhila	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01026B1B	03026B1B	Umbra	Umbra	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01026B2C	03026B2C	Shafaye	Shafaye	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01026B36	03026B36	Anedhel	Anedhel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01026B4E	03026B4E	Yushi	Yushi	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01026B4F	03026B4F	IsabeauBienne	Isabeau Bienne	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01026F0D	03026F0D	MQ11CheydinhalSoldier01	Cheydinhal Soldier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01027327	03027327	MQ13BrumaMilitiaFemale	Bruma Militia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
010274CB	030274CB	TestArena01	Arena Contestant	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010277D2	030277D2	DovesiDran	Dovesi Dran	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010277D5	030277D5	MatildePetit	Matilde Petit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01027F94	03027F94	Rienna	Rienna	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01028034	03028034	Tierra	Tierra	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010280C7	030280C7	EtiraMoslin	Etira Moslin	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010280C9	030280C9	DarMa	Dar-Ma	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010280CB	030280CB	MarlenaBrussiner	Marlena Brussiner	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01028E73	03028E73	FalanuHlaalu	Falanu Hlaalu	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01028E7D	03028E7D	UndenaOrethi	Undena Orethi	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01028F8C	03028F8C	MoggraMogakh	Mog gra-Mogakh	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01028F8D	03028F8D	UgakgraMogakh	Ugak gra-Mogakh	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01028F90	03028F90	ErinaJeranus	Erina Jeranus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01028F96	03028F96	ElseGodHater	Else God-Hater	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01028F9B	03028F9B	AgnetethePickled	Agnete the Pickled	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01028F9F	03028F9F	MariePalielle	Marie Palielle	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01028FA7	03028FA7	Laenafil	Laenafil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01028FAC	03028FAC	Neesha	Neesha	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01028FB0	03028FB0	HalLiurz	Hal-Liurz	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01029232	03029232	ArenaRank1C	Yellow Team Brawler	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01029233	03029233	ArenaRank1B	Yellow Team Brawler	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010293E4	030293E4	Parwen	Parwen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010293EE	030293EE	Druja	Druja	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010294AF	030294AF	BernadettePeneles	Bernadette Peneles	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010294CC	030294CC	Tamika	Tamika	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102950A	0302950A	AdrienneBerene	Adrienne Berene	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102952D	0302952D	Ruma	Ruma Camoran	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01029909	03029909	ArenaRank2B	Yellow Team Bloodletter	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01029911	03029911	ArenaRank3B	Yellow Team Myrmidon	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01029938	03029938	ArenaRank4A	Yellow Team Warrior	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01029939	03029939	ArenaRank4B	Yellow Team Warrior	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01029944	03029944	ArenaRank4C	Yellow Team Warrior	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01029946	03029946	ArenaRank5B	Yellow Team Gladiator	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102996B	0302996B	ArenaRank6D	Yellow Team Champion	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0102996D	0302996D	ArenaRank6E	Yellow Team Pit Dog	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102A2B1	0302A2B1	ArenaRank0A	Yellow Team Pit Dog	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0102ACD1	0302ACD1	ArenaYellowCombatant	Yellow Team Combatant	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102AD83	0302AD83	TestChappyCombatGuy	Test Guy	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0102AF3C	0302AF3C	Rigmor	Rigmor	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0102B528	0302B528	UmoggraMarad	Umog gra-Marad	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0102C0EB	0302C0EB	ErissareArenim	Erissare Arenim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102C6C0	0302C6C0	DAAzuraVoice	Azura's Voce for Recording	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0102C8D8	0302C8D8	Witseidutsei	Witseidutsei	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0102CB2D	0302CB2D	DelphineJend	Delphine Jend	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0102CD1E	0302CD1E	Carahil	Carahil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0102CD1F	0302CD1F	KudEi	Kud-Ei	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0102CD20	0302CD20	JeanneFrasoric	Jeanne Frasoric	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_02
0102CD22	0302CD22	Dagail	Dagail	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102D01B	0302D01B	Ardaline	Ardaline	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0102D01C	0302D01C	ItaRienus	Ita Rienus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102D01D	0302D01D	Aryarie	Aryarie	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0102D020	0302D020	SelenaOrania	Selena Orania	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_03
0102D021	0302D021	Deetsan	Deetsan	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0102D023	0302D023	Eilonwy	Eilonwy	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102D025	0302D025	Uurwen	Uurwen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0102D027	0302D027	AlvesUvenim	Alves Uvenim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0102D028	0302D028	Agata	Agata	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0102D6EE	0302D6EE	WeedumJa	Weedum-Ja	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102D6F9	0302D6F9	Tavia	Tavia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0102D6FB	0302D6FB	BatulgraSharob	Batul gra-Sharob	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0102D701	0302D701	Sigrid	Sigrid	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102DC06	0302DC06	Kiara	Kiara	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0102DC08	0302DC08	Caminalda	Caminalda	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0102E5C6	0302E5C6	HerminiaCinna	Herminia Cinna	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0102F108	0302F108	MQ04MythicDawnAgent02	Mythic Dawn Agent	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102F10B	0302F10B	MQ04MythicDawnAgent04	Mythic Dawn Agent	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102F865	0302F865	AdosiSerethi	Adosi Serethi	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0102F866	0302F866	UrnsiSerethi	Urnsi Serethi	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0102F874	0302F874	AugustaCalidia	Augusta Calidia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0102F876	0302F876	Atraena	Atraena	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0102FD6E	0302FD6E	ArielleJurard	Arielle Jurard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103001C	0303001C	Malene	Malene	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0103018E	0303018E	Shaleez	Shaleez	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01030FD8	03030FD8	SibyllaDraconis	Sibylla Draconis	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01030FD9	03030FD9	CaeliaDraconis	Caelia Draconis	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01030FDC	03030FDC	PerenniaDraconis	Perennia Draconis	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01031540	03031540	Mirisa	Mirisa	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01031869	03031869	CalliaBincal	Callia Bincal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01032647	03032647	VampireThief2	Vampire Thief	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01032648	03032648	VampireAgent2	Vampire Agent	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01032649	03032649	VampireAssassin2	Vampire Assassin	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0103264A	0303264A	VampireAcrobat2	Vampire Acrobat	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0103264B	0303264B	VampireMonk2	Vampire Monk	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0103264C	0303264C	VampirePilgrim2	Vampire Pilgrim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0103264D	0303264D	VampireBard2	Vampire Bard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01032650	03032650	VampireHealer2	Vampire Sorcerer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01032652	03032652	VampireWitchhunter2	Vampire Witchhunter	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01032654	03032654	VampireNightblade2	Vampire Nightblade	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010327BB	030327BB	MarieAlouette	Marie Alouette	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
010327BF	030327BF	JolieRetiene	Jolie Retiene	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01032941	03032941	MG16NecromancerFemale2	Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01032942	03032942	MG16NecromancerFemale1TEMPLATE	Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01032BF9	03032BF9	VampirePatriarchSorcererFemale	Vampire Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01032BFC	03032BFC	VampirePatriarchAssassinFemale	Vampire Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01032BFF	03032BFF	VampirePatriarchCrusaderFemale	Vampire Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01033904	03033904	MargueriteDiel	Marguerite Diel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01033906	03033906	OnStayaSundew	On-Staya Sundew	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01033B8B	03033B8B	MG16NecromancerFemale3	Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01033C74	03033C74	RosentiaGallenus	Rosentia Gallenus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01034E65	03034E65	Shuravi	Shuravi	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01034E66	03034E66	Shamada	Shamada	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01034E67	03034E67	Shomara	Shomara	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01034E6B	03034E6B	SilanaBlandia	Silana Blandia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01034E6F	03034E6F	Tsavi	Tsavi	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01034E73	03034E73	Sherina	Sherina	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01034E78	03034E78	Tsrava	Tsrava	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01034E7B	03034E7B	Rana	Rana	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01034E7E	03034E7E	Numeen	Numeen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01034E81	03034E81	Margarte	Margarte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01034E84	03034E84	Bejeen	Bejeen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01034E87	03034E87	Ahdarji	Ahdarji	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01034E8A	03034E8A	JulittaPlotius	Julitta Plotius	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01034E8C	03034E8C	AlessiaCaro	Countess Alessia Caro	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01034E8D	03034E8D	HlidaraMothril	Hlidara Mothril	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01034E99	03034E99	Methredhel	Methredhel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01034EAD	03034EAD	Caranya	Caranya	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01034EAF	03034EAF	JulienneFanis	Julienne Fanis	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01034EB2	03034EB2	TarMeena	Tar-Meena	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01034EB3	03034EB3	BoderiFarano	Boderi Farano	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01034EB5	03034EB5	MartinaFloria	Martina Floria	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01034EB7	03034EB7	Bothiel	Bothiel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0103529A	0303529A	MyvrynaArano	Myvryna Arano	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010352B1	030352B1	Zahrasha	Zahrasha	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010352B3	030352B3	Eletta	Eletta	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010353DF	030353DF	NoveniOthran	Noveni Othran	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103571D	0303571D	ArvenaThelas	Arvena Thelas	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01035DD6	03035DD6	Skrivva	S'Krivva	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01035EAD	03035EAD	Petrine	Petrine	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_02
01035EB4	03035EB4	Skjorta	Skjorta	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_02
01035EB7	03035EB7	IsaRaman	Isa Raman	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01035EBB	03035EBB	NarinaCarvain	Countess Narina Carvain	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01035EBC	03035EBC	YvaraChannitte	Yvara Channitte	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_02
01035EC2	03035EC2	BumphgraGash	Bumph gra-Gash	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_03
01035EC4	03035EC4	Alga	Alga	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_02
01035EC5	03035EC5	LyraRosentia	Lyra Rosentia	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01035EC7	03035EC7	ErlineLirrian	Erline Lirrian	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_02
01035EC9	03035EC9	JantusBrolus	Jantus Brolus	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01035ECB	03035ECB	Jearl	Jearl	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_03
01035ECC	03035ECC	SaveriFaram	Saveri Faram	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_03
01035ECD	03035ECD	ArnoraAuria	Arnora Auria	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01035ECF	03035ECF	EdlaDarkHeart	Edla Dark-Heart	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01035F43	03035F43	Skaleel	Skaleel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01035FD2	03035FD2	MarauderMissileFemale3A	Marauder Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01035FD3	03035FD3	MarauderMissileFemale4A	Marauder Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01035FDC	03035FDC	MarauderMageFemale3B	Marauder Battlemage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01035FDD	03035FDD	MarauderMageFemale2	Marauder Battlemage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01035FE0	03035FE0	MarauderBossFemale1	Marauder Warlord	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01035FE1	03035FE1	MarauderBossFemale2	Marauder Warlord	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01036308	03036308	Arquen	Arquen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01037575	03037575	Caroline	Caroline	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01037576	03037576	Jena	Jena	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01037CDD	03037CDD	YsabelAndronicus	Ysabel Andronicus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010389B8	030389B8	Abhuki	Abhuki	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103AA83	0303AA83	Tsarrina	Tsarrina	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0103AA85	0303AA85	SignyHomeWrecker	Signy Home-Wrecker	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0103AA89	0303AA89	FaustinaCartia	Faustina Cartia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
