SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
02017D08	04017D08	ANQALBLamsara	Lamsara	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020677AD	040677AD	ANQTribalHunterM01ASuthayRaht	Tribal Hunter	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020677B0	040677B0	ANQTribalHunterM01DSuthayRaht	Tribal Hunter	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020677B1	040677B1	ANQTribalHunterF01ASuthayRaht	Tribal Hunter	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020677B2	040677B2	ANQTribalHunterF01BSuthayRaht	Tribal Hunter	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
02045B0C	04045B0C	ANQCORSayadra	Sayadra	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02045B0D	04045B0D	ANQCORLorrieneTarelle	Lorriene Tarelle	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
02045B0E	04045B0E	ANQCORRaevusPalenix	Raevus Palenix	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677B3	040677B3	ANQTribalHunterM02ASuthay	Tribal Hunter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020464AC	040464AC	ANQCORDhajamuli	Dhajamuli	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677B4	040677B4	ANQTribalHunterM02BSuthay	Tribal Hunter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677B5	040677B5	ANQTribalHunterF02ASuthay	Tribal Hunter	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020677B6	040677B6	ANQTribalHunterF02BSuthay	Tribal Hunter	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020AD91B	040AD91B	ANQWaiqtheLiar	W'aiq the Liar	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020677B7	040677B7	ANQTribalHunterM03AOhmesRaht	Tribal Hunter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B0FF7	040B0FF7	ANQLGNLegionSoldierPost01	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677B8	040677B8	ANQTribalHunterM03BOhmesRaht	Tribal Hunter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677B9	040677B9	ANQTribalHunterF03AOhmesRaht	Tribal Hunter	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020677BA	040677BA	ANQTribalHunterF03BOhmesRaht	Tribal Hunter	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0204A4EB	0404A4EB	ANQDUNZayiqCherim	Zayiq Cherim	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677BB	040677BB	ANQTribalHunterM01BSuthayRaht	Tribal Hunter	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0204B750	0404B750	ANQORCHorobok	Horobok Ox-Keeper	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020677BC	040677BC	ANQTribalHunterM01CSuthayRaht	Tribal Hunter	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020677BD	040677BD	ANQTribalHunterM02CSuthay	Tribal Hunter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020677BE	040677BE	ANQTribalHunterM02DSuthay	Tribal Hunter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02017D0E	04017D0E	ANQALBLamdumaji	Lamdumaji	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020324F8	040324F8	ANQRHRiverholdThug02	Renrijra Krin Runner	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02017D12	04017D12	ANQALBHaerdica	Haerdica	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
02069983	04069983	ANQTRBDgazahbaWarChief	Dgazahba War Chief	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0204E5C2	0404E5C2	ANQCORCorintheJailor	Corinthe Jailor	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0204E5C7	0404E5C7	ANQRHRiverholdJailor	Riverhold Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0204E5D2	0404E5D2	ANQDUNCherimHallGuard	Cherim Hall Guard	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02017D14	04017D14	ANQALBRaskiri	Raskiri	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02020DEC	04020DEC	ANQRHRiverholdGuardPatrolNight02	Riverhold Guard	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02051D31	04051D31	ANQDUNKiraskiri	Kiraskiri	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020214DE	040214DE	ANQRHRiverholdGuardPatrolDay03	Riverhold Guard	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0203BC35	0403BC35	ANQRHTylaena	Tylaena	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0201179E	0401179E	ANQKNGKingsWalkGuardPostDay01	Caravanserie Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201179F	0401179F	ANQKNGKingsWalkGuardPostNight01	Caravanserie Guard	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0203C30F	0403C30F	ANQRHRasavi	Ra'savi	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0201FFF8	0401FFF8	ANQBanditHighwayman01	The Friendly Highwayman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020214DF	040214DF	ANQRHRiverholdGuardPatrolNight03	Riverhold Guard	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020208D1	040208D1	ANQSQ04DeadChild	Dead Boy	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0204B6CD	0404B6CD	ANQRHQueenNaghea	Queen Naghea	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0204BDA8	0404BDA8	ANQRHInghajiRoyalGuard01	Inghaji Royal Guard	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02057F0B	04057F0B	ANQRHBenrick	Benrick	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02057F0C	04057F0C	ANQRHJliqa	J'liqa	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0202137D	0402137D	ANQDNCAlado	Alado	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02021381	04021381	ANQDNCDavrick	Davrick	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02021385	04021385	ANQMISCAgamanusPriest03	Priest of Agamanus	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02021389	04021389	ANQDNCMansaba	Mansaba	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0206C8AE	0406C8AE	ANQORCOrcrestJailor	Orcrest Jailor	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0202138B	0402138B	ANQCORUbalama	Ubalama	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
020010FA	040010FA	ANQBanditMeleeF2SuthayRaht	Bandit	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020B4371	040B4371	ANQTARUdakhu	Udakhu	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B4373	040B4373	ANQORCSaimaiq	Saimaiq	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0206E544	0406E544	ANQMCG01RedJazaska	Red Jazaska	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02054944	04054944	ANQORCOrcrestPalaceGuard01	Orcrest Palace Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02054945	04054945	ANQORCOrcrestPalaceGuard02	Orcrest Palace Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02054946	04054946	ANQORCOrcrestPalaceGuard03	Orcrest Palace Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02054947	04054947	ANQORCOrcrestPalaceGuard04	Orcrest Palace Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020551C3	040551C3	ANQORCGrandVizierMaZahn	Grand Vizier Ma'Zahn	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020551C5	040551C5	ANQORCJJirra	J'Jirra	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020551C9	040551C9	ANQORCHakshala	Hakshala	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
020551CC	040551CC	ANQORCHergdolg	Hergdolg	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020551CF	040551CF	ANQORCJMada	J'Mada	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020010FB	040010FB	ANQBanditMeleeF3AOrc	Bandit	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
020B5C99	040B5C99	ANQLGNQuartermasterHabius	Quartermaster Habius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B5D93	040B5D93	ANQLGNLegionSoldierPost02	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B5D94	040B5D94	ANQLGNLegionSoldierPost03	Imperial Legion Soldier	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020B5D98	040B5D98	ANQLGNLegionSoldierRiverkeep01	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B5D9D	040B5D9D	ANQLGNLegionSoldierRiverkeep02	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B5D9F	040B5D9F	ANQLGNLegionSoldierRiverkeep03	Imperial Legion Soldier	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020B5DA1	040B5DA1	ANQLGNQuartermasterJosidus	Quartermaster Josidus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020010FC	040010FC	ANQBanditMeleeF3BRedguard	Bandit	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0205AE0E	0405AE0E	ANQCORDungeonPrisonerBandit01M	Prisoner	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0205AE0F	0405AE0F	ANQCORDungeonPrisonerBandit05M	Prisoner	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0205AE10	0405AE10	ANQCORDungeonPrisonerBandit01F	Prisoner	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0205AE11	0405AE11	ANQCORDungeonPrisonerBandit02M	Prisoner	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0205AE12	0405AE12	ANQCORDungeonPrisonerBandit03M	Prisoner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0205AE13	0405AE13	ANQCORDungeonPrisonerBandit04M	Prisoner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0205AE14	0405AE14	ANQCORDungeonPrisonerBandit06M	Prisoner	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0205AE15	0405AE15	ANQCORDungeonPrisonerMarauder01M	Prisoner	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0205AE16	0405AE16	ANQCORDungeonPrisonerMarauder03M	Prisoner	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0205AE17	0405AE17	ANQCORDungeonPrisonerMarauder02M	Prisoner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0205AE18	0405AE18	ANQCORDungeonPrisonerMarauder04M	Prisoner	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
020010FD	040010FD	ANQBanditMeleeF4ASuthayRaht	Bandit	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020010FE	040010FE	ANQBanditMeleeF4BImperial	Bandit	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020010FF	040010FF	ANQBanditMeleeM2SuthayRaht	Bandit	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02001100	04001100	ANQBanditMeleeM3AOrc	Bandit	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0205C251	0405C251	ANQCORDungeonBahdpura	Bahdpura	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001101	04001101	ANQBanditMeleeM3BRedguard	Bandit	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02060FF2	04060FF2	ANQCORDungeonGwatul	Gwatul	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
02060FF8	04060FF8	ANQCORDungeonTyss	Tyss	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
02001102	04001102	ANQBanditMeleeM4ASuthay	Bandit	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001103	04001103	ANQBanditMeleeM4BImperial	Bandit	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001108	04001108	ANQBanditMissileF2Ohmes	Bandit Bowman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02001109	04001109	ANQBanditMissileF3AOhmesRaht	Bandit Bowman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0200110C	0400110C	ANQBanditMissileF3BSuthay	Bandit Bowman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0200110E	0400110E	ANQBanditMissileF4AOhmes	Bandit Bowman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02001110	04001110	ANQBanditMissileM2Ohmes	Bandit Bowman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001111	04001111	ANQBanditMissileM3AOhmesRaht	Bandit Bowman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001114	04001114	ANQBanditMissileM3BSuthay	Bandit Bowman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001117	04001117	ANQBanditMissileM4AOhmes	Bandit Bowman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02051D9D	04051D9D	ANQRHRhadmani	Lampkeeper Rhadmani	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02051D9F	04051D9F	ANQRHDgazahbiTribeswoman01	Dgazahbi Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02057F0D	04057F0D	ANQRHNdrissi	Clan Mother N'drissi	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
02057F0E	04057F0E	ANQRHNdek	N'dek	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02018B69	04018B69	ANQMISCAgamanusPriest01	Priest of Agamanus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02018B6B	04018B6B	ANQMISCAgamanusPriest02	Priest of Agamanus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020327B5	040327B5	ANQMNIdhassi	High Priestess Idhassi	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02019678	04019678	ANQDNCNisaba	Nisaba	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020B8141	040B8141	ANQORCOrbiasTumnus	Orbias Tumnus	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
020B8142	040B8142	ANQORCSsecgarsi	Ssecgarsi	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02019686	04019686	ANQDNCNahabirr	Nahabirr	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020327B8	040327B8	ANQMNMShaani	Priestess M'Shaani	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020327BC	040327BC	ANQMNJjarsa	Priestess J'Jarsa	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020327C0	040327C0	ANQMNTsiyama	Acolyte Tsiyama	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020327C3	040327C3	ANQMNBahdani	Acolyte Bahdani	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02057F0F	04057F0F	ANQRHNZiiim	N'Ziim	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02014687	04014687	ANQRHKjaana	K'jaana	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0200B68C	0400B68C	ANQDUNShanar	Shanar	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02033C17	04033C17	ANQTRBDgazahbaClanMother	Dgazehba Clan Mother	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020B9240	040B9240	ANQORCYashada	Yashada	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0203464D	0403464D	ANQTRBAzkhanTribesman03	Azkhan Warrior	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02034650	04034650	ANQTRBDgazahbaTribesman03	Dgazahba Warrior	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02034655	04034655	ANQTRBDgazahbaTribesman02	Dgazahba Warrior	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201AD98	0401AD98	ANQCORClabusPortius	Clabus Portius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02034658	04034658	ANQTRBGbujewaWarChief	Gbujewa War Chief	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0203465C	0403465C	ANQTRBDgazahbaTribeswoman01	Dgazahba Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0201ADA1	0401ADA1	ANQBRKLibiaBeltaire	Libia Beltaire	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0203466E	0403466E	ANQTRBAzkhanTribesman01	Azkhan Warrior	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201ADB6	0401ADB6	ANQBRKWibbums	Wibbums	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02073810	04073810	ANQSQ08DremoraOfTheLamp	Dremora of the Lamp	DremoraRace	F	24	57,60,60	80	71,73,73	71,73,73	0
02073818	04073818	ANQTribalShamanM01OhmesRaht	Tribal Shaman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0207EFE1	0407EFE1	ANQDUNWaterKeeper	Water Keeper	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020B9270	040B9270	ANQORCMerchantsGuildGuard	Merchants Guild Guard	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0207381B	0407381B	ANQTribalShamanM02Suthay	Tribal Shaman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0207381D	0407381D	ANQTribalShamanM03Suthay	Tribal Shaman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0207381F	0407381F	ANQTribalShamanM04Ohmes	Tribal Shaman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0209591E	0409591E	ANQDUNBahmarra	Bahmarra	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02073825	04073825	ANQTribalShamanF01Ohmes	Tribal Witch	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02073827	04073827	ANQTribalShamanF02Suthay	Tribal Witch	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0201ADBA	0401ADBA	ANQBRKSnuggles	Snuggles	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201ADBD	0401ADBD	ANQBRKFluffball	Fluffball	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02034670	04034670	ANQTRBAzkhanTribesman02	Azkhan Warrior	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0200B68E	0400B68E	ANQDUNSalun	Salun	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201468A	0401468A	ANQRHWajabh	Wajabh	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020963E2	040963E2	ANQDUNCherimWorker01	Cherim Worker	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020963E4	040963E4	ANQDUNCherimWorker04	Cherim Worker	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020963E6	040963E6	ANQDUNCherimWorker02	Cherim Worker	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020963E8	040963E8	ANQDUNCherimWorker05	Cherim Worker	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02073842	04073842	ANQSQ03Slababa	S'lababa	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02001E87	04001E87	ANQCORKisimba	Kisimba	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020350CD	040350CD	ANQTRBDgazahbaTribeswoman02	Dgazahba Tribeswoman	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
02001FA7	04001FA7	ANQCORYajira	Yajira	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020350D0	040350D0	ANQTRBDgazahbaTribeswoman03	Dgazahba Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020350D2	040350D2	ANQTRBAzkhanClanMother	Azkhan Clan Mother	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02098569	04098569	ANQDUNCherimWarehouseGuard	Cherim Warehouse Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0209856E	0409856E	ANQDUNLeetalaCherim	Leetala Cherim	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02051DAA	04051DAA	ANQRHDgazahbiTribesman01	Dgazahbi Tribesman	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02014693	04014693	ANQRHTaneena	Taneena	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
02012540	04012540	ANQDNCRoelof	Roelof	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
02014699	04014699	ANQRHZtigi	Z'tigi	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02014D79	04014D79	ANQRHWajiq	Wajiq	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02014D7B	04014D7B	ANQRHYgraska	Y'graska	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
02015399	04015399	ANQRHCelithia	Celithia	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
020153AA	040153AA	ANQRHNasiusDio	Nasius Dio	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02015A9E	04015A9E	ANQRHCorneliaDio	Cornelia Dio	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020168C0	040168C0	ANQRHHzardirr	Hzardirr	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020365E7	040365E7	ANQSQ09DarshgraMaduk	Darsh gra-Maduk	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
02018EAB	04018EAB	ANQRHBlaahl	B'laahl the Shepherd	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0201B7E1	0401B7E1	ANQRHLucDemers	Luc Demers	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0201B7E4	0401B7E4	ANQRHLovrynTherano	Lovryn Therano	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
020BDE0B	040BDE0B	ANQImperialLegionRiderRiverhold	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02015B8C	04015B8C	ANQCORAshisha	Ashisha	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020BDE19	040BDE19	ANQTG02Courier	Courier	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
02015CD5	04015CD5	ANQCORGalwen	Galwen	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
02015CEE	04015CEE	ANQCOROntWazei	Ont-Wazei	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
02023996	04023996	ANQCORGuidodeMoer	Guido de Moer	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
020BE685	040BE685	ANQTARYsaani	Ysaani	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0205AEF3	0405AEF3	ANQKNGElephantSeller	G'nyassa	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0205AEF5	0405AEF5	ANQKNGElephantKeeper	Maduk	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02015DF0	04015DF0	ANQRenrijraKrinRunner01	Renrijra Krin Runner	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
02015DF2	04015DF2	ANQDNCMuraggraLazgarn	Murag gra-Lazgarn	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
02015DF5	04015DF5	ANQRenrijraKrinRunner02	Renrijra Krin Runner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02015DF7	04015DF7	ANQRenrijraKrinRunner03	Renrijra Krin Runner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D19	04084D19	ANQRMNRimmenGuardPatrolDay01	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D1C	04084D1C	ANQRMNRimmenGuardPatrolNight01	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D1F	04084D1F	ANQRMNRimmenGuardPostDay01	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D20	04084D20	ANQRMNRimmenGuardPostDay02	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D21	04084D21	ANQRMNRimmenGuardPostDay03	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D22	04084D22	ANQRMNRimmenGuardPostNight01	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D23	04084D23	ANQRMNRimmenGuardPostNight02	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D24	04084D24	ANQRMNRimmenGuardPostNight03	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D27	04084D27	ANQRMNRimmenGuardJailorDay	Rimmen Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D28	04084D28	ANQRMNRimmenGuardJailorNight	Rimmen Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D29	04084D29	ANQRMNRimmenGuardPostDay04	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02084D2A	04084D2A	ANQRMNRimmenGuardPostNight04	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02015DF9	04015DF9	ANQRenrijraKrinRunner04	Renrijra Krin Runner	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0208A717	0408A717	ANQTRBQwazaniTribesman01	Q'wazani Warrior	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0208A718	0408A718	ANQTRBQwazaniTribesman03	Q'wazani Warrior	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0208A719	0408A719	ANQTRBQwazaniTribesman02	Q'wazani Warrior	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0208A71A	0408A71A	ANQTRBQwazaniTribeswoman01	Q'wazani Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0208A71B	0408A71B	ANQTRBQwazaniTribeswoman02	Q'wazani Tribeswoman	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
